#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
mhp127	pheT	295358.mhp127	295358.mhp105	0.560	0	0	0	0.111	0	0	0	0.592
mhp127	rpl24	295358.mhp127	295358.mhp199	0	0	0	0	0.074	0.384	0	0	0.405
mhp127	rpl22	295358.mhp127	295358.mhp193	0.053	0	0	0	0.110	0.360	0	0	0.413
mhp127	rps8	295358.mhp127	295358.mhp202	0	0	0	0	0.086	0.398	0	0	0.426
mhp127	rpsD	295358.mhp127	295358.mhp593	0.062	0	0	0	0.100	0.386	0	0	0.436
mhp127	rps11	295358.mhp127	295358.mhp212	0	0	0	0	0.108	0.398	0	0	0.440
mhp127	rpl6	295358.mhp127	295358.mhp203	0	0	0	0	0.115	0.398	0	0	0.444
mhp127	rplK	295358.mhp127	295358.mhp459	0.095	0	0	0	0.076	0.398	0	0	0.452
mhp127	mhp473	295358.mhp127	295358.mhp473	0.475	0	0	0	0	0	0	0	0.475
mhp127	tpiA	295358.mhp127	295358.mhp277	0.079	0	0	0	0.238	0.343	0	0	0.498
mhp127	nadD	295358.mhp127	295358.mhp474	0.560	0	0	0	0	0	0	0	0.560
mhp127	rpl2	295358.mhp127	295358.mhp190	0.062	0	0	0	0.163	0.511	0	0	0.582
mhp127	rps3	295358.mhp127	295358.mhp194	0	0	0	0	0.107	0.554	0	0	0.584
mhp127	serS	295358.mhp127	295358.mhp128	0.586	0	0	0	0.077	0	0	0	0.601
mhp127	rpl28	295358.mhp127	295358.mhp259	0.059	0	0	0	0.073	0.610	0	0	0.630
mhp127	tuf	295358.mhp127	295358.mhp540	0.080	0	0	0	0.076	0.603	0	0	0.633
mhp127	mhp234	295358.mhp127	295358.mhp234	0.560	0	0	0	0	0	0	0	0.560
mhp127	rpl27	295358.mhp127	295358.mhp249	0.078	0	0	0	0.120	0.610	0	0	0.655
mhp127	rps19	295358.mhp127	295358.mhp191	0	0	0	0	0.111	0.630	0	0	0.657
mhp127	rpl5	295358.mhp127	295358.mhp200	0	0	0	0	0.115	0.630	0	0	0.658
mhp127	rps10	295358.mhp127	295358.mhp186	0.078	0	0	0	0.103	0.647	0	0	0.682
mhp127	rplM	295358.mhp127	295358.mhp672	0.188	0	0	0	0.098	0.610	0	0	0.689
mhp127	rpl14	295358.mhp127	295358.mhp198	0	0	0	0	0.074	0.688	0	0	0.698
mhp127	pr2	295358.mhp127	295358.mhp686	0.095	0	0	0	0	0	0.827	0	0.836
mhp127	mhp649	295358.mhp127	295358.mhp649	0.095	0	0	0	0	0	0.827	0	0.836
mhp127	mhp644	295358.mhp127	295358.mhp644	0.095	0	0	0	0	0	0.827	0	0.836
mhp127	pr1	295358.mhp127	295358.mhp643	0.095	0	0	0	0	0	0.827	0	0.836
mhp127	mhp648	295358.mhp127	295358.mhp648	0.095	0	0	0	0	0	0.827	0	0.836
mhp130	rnr	295358.mhp130	295358.mhp038	0.475	0	0	0	0	0	0	0	0.475
mhp130	recA	295358.mhp130	295358.mhp041	0.096	0	0	0	0	0.570	0	0	0.594
mhp130	obg	295358.mhp130	295358.mhp043	0.475	0	0	0	0	0	0	0	0.475
mhp130	rpsB	295358.mhp130	295358.mhp058	0.475	0	0	0	0	0	0	0	0.475
mhp130	tsf	295358.mhp130	295358.mhp059	0.475	0	0	0	0	0	0	0	0.475
mhp130	rpsP	295358.mhp130	295358.mhp094	0.475	0	0	0	0	0	0	0	0.475
mhp130	trmD	295358.mhp130	295358.mhp095	0.475	0	0	0	0	0	0	0	0.475
mhp130	rplS	295358.mhp130	295358.mhp096	0.475	0	0	0	0.072	0	0	0	0.491
mhp130	topA	295358.mhp130	295358.mhp097	0.475	0	0	0	0	0	0	0	0.475
mhp130	serS	295358.mhp130	295358.mhp128	0.436	0	0	0	0	0	0	0	0.436
mhp130	mhp294	295358.mhp130	295358.mhp294	0.475	0	0	0	0	0	0	0	0.475
mhp130	rnc	295358.mhp130	295358.mhp412	0.475	0	0	0	0	0	0	0	0.475
mhp130	pyrH	295358.mhp130	295358.mhp552	0.475	0	0	0	0	0	0	0	0.475
mhp130	rsmE	295358.mhp130	295358.mhp181	0.475	0	0	0	0.056	0	0	0	0.483
mhp130	mhp179	295358.mhp130	295358.mhp179	0.475	0	0	0	0.073	0	0	0	0.492
mhp130	mhp670	295358.mhp130	295358.mhp670	0.475	0	0	0	0.074	0	0	0	0.493
mhp130	mhp220	295358.mhp130	295358.mhp220	0.475	0	0	0	0.101	0	0	0	0.507
mhp130	nadD	295358.mhp130	295358.mhp474	0.560	0	0	0	0	0	0	0	0.560
mhp130	secD	295358.mhp130	295358.mhp139	0.560	0	0	0	0	0	0	0	0.560
mhp130	trsE	295358.mhp130	295358.mhp133	0.752	0	0	0	0	0	0	0	0.752
mhp130	mhp375	295358.mhp130	295358.mhp375	0.475	0	0	0	0.081	0	0	0	0.496
mhp130	mhp132	295358.mhp130	295358.mhp132	0.855	0	0	0	0	0	0	0	0.855
mhp130	mhp131	295358.mhp130	295358.mhp131	0.857	0	0	0	0	0	0	0	0.857
mhp131	serS	295358.mhp131	295358.mhp128	0.425	0	0	0	0	0	0	0	0.424
mhp131	trsE	295358.mhp131	295358.mhp133	0.746	0	0	0	0	0	0	0	0.746
mhp131	mhp132	295358.mhp131	295358.mhp132	0.854	0	0	0	0	0	0	0	0.854
mhp132	serS	295358.mhp132	295358.mhp128	0.425	0	0	0	0	0	0	0	0.424
mhp132	mhp644	295358.mhp132	295358.mhp644	0	0	0.425	0	0	0	0	0	0.424
mhp132	mhp220	295358.mhp132	295358.mhp220	0	0	0.443	0	0	0	0	0	0.443
mhp132	mhp375	295358.mhp132	295358.mhp375	0	0	0.471	0	0	0	0	0	0.471
mhp132	mhp452	295358.mhp132	295358.mhp452	0	0	0.538	0	0	0	0	0	0.538
mhp132	mhp696	295358.mhp132	295358.mhp696	0	0	0.781	0	0	0	0	0	0.781
mhp132	trsE	295358.mhp132	295358.mhp133	0.746	0	0.332	0	0	0	0	0	0.823
mhp136	rpsT	295358.mhp136	295358.mhp135	0.560	0	0	0	0	0	0	0	0.560
mhp136	secD	295358.mhp136	295358.mhp139	0.618	0	0	0	0	0	0	0	0.618
mhp150	secD	295358.mhp150	295358.mhp139	0.560	0	0	0	0	0	0	0	0.560
mhp150	mmsA	295358.mhp150	295358.mhp153	0.853	0	0	0	0.108	0	0	0	0.863
mhp150	mhp151	295358.mhp150	295358.mhp151	0.862	0	0	0	0	0	0	0	0.862
mhp151	mmsA	295358.mhp151	295358.mhp153	0.872	0	0	0	0	0	0	0	0.872
mhp164	secD	295358.mhp164	295358.mhp139	0.560	0	0.196	0	0	0	0	0	0.631
mhp164	mhp434	295358.mhp164	295358.mhp434	0.058	0	0.435	0	0	0	0	0	0.445
mhp164	trpS	295358.mhp164	295358.mhp609	0.475	0	0	0	0.076	0	0	0	0.494
mhp164	mhp267	295358.mhp164	295358.mhp267	0.082	0	0.507	0	0.073	0	0	0	0.543
mhp164	mhp220	295358.mhp164	295358.mhp220	0.096	0	0.544	0	0	0	0	0	0.570
mhp164	mhp331	295358.mhp164	295358.mhp331	0.067	0	0.578	0	0.073	0	0	0	0.603
mhp164	mhp692	295358.mhp164	295358.mhp692	0	0	0.641	0	0	0	0	0	0.641
mhp164	mhp697	295358.mhp164	295358.mhp697	0.065	0	0.610	0	0	0.124	0	0	0.652
mhp164	mhp423	295358.mhp164	295358.mhp423	0	0	0.702	0	0	0	0	0	0.702
mhp164	mhp452	295358.mhp164	295358.mhp452	0.078	0	0.716	0	0	0	0	0	0.726
mhp164	mhp246	295358.mhp164	295358.mhp246	0.078	0	0.779	0	0.072	0	0	0	0.794
mhp164	oppD	295358.mhp164	295358.mhp167	0.861	0	0	0	0.115	0.126	0.800	0	0.975
mhp164	oppF	295358.mhp164	295358.mhp166	0.917	0	0	0	0.115	0.126	0.800	0	0.985
mhp164	oppC	295358.mhp164	295358.mhp168	0.917	0	0.209	0	0.102	0.125	0.800	0	0.987
mhp164	oppB	295358.mhp164	295358.mhp169	0.917	0	0.221	0	0.139	0.178	0.800	0	0.989
mhp171	rpsB	295358.mhp171	295358.mhp058	0.095	0	0	0	0.115	0.638	0	0	0.684
mhp171	rpsG	295358.mhp171	295358.mhp084	0.097	0	0	0	0.115	0.767	0	0	0.797
mhp171	rpsL	295358.mhp171	295358.mhp085	0.109	0	0	0	0.094	0.638	0	0	0.682
mhp171	rpsP	295358.mhp171	295358.mhp094	0.095	0	0	0	0.110	0.537	0	0	0.594
mhp171	rplS	295358.mhp171	295358.mhp096	0.082	0	0	0	0	0.537	0	0	0.556
mhp171	pyrG	295358.mhp171	295358.mhp100	0.095	0	0	0	0.191	0.251	0	0	0.403
mhp171	pheT	295358.mhp171	295358.mhp105	0.560	0	0	0	0.168	0.123	0	0	0.650
mhp171	rpsT	295358.mhp171	295358.mhp135	0.064	0	0	0	0	0.537	0	0	0.548
mhp171	mhp294	295358.mhp171	295358.mhp294	0.081	0	0	0	0.198	0.302	0	0	0.440
mhp171	mhp554	295358.mhp171	295358.mhp554	0.438	0	0	0	0.074	0	0	0	0.457
mhp171	mhp634	295358.mhp171	295358.mhp634	0.475	0	0	0	0.073	0	0	0	0.492
mhp171	rpmE	295358.mhp171	295358.mhp455	0.082	0	0	0	0.074	0.471	0	0	0.511
mhp171	rpl28	295358.mhp171	295358.mhp259	0.059	0	0	0	0	0.537	0	0	0.545
mhp171	rpmH	295358.mhp171	295358.mhp699	0.079	0	0	0	0	0.537	0	0	0.555
mhp171	rpsF	295358.mhp171	295358.mhp307	0.074	0	0	0	0.073	0.537	0	0	0.567
mhp171	rps18	295358.mhp171	295358.mhp305	0.075	0	0	0	0.091	0.537	0	0	0.576
mhp171	rpl21	295358.mhp171	295358.mhp250	0.094	0	0	0	0.073	0.537	0	0	0.577
mhp171	mhp490	295358.mhp171	295358.mhp490	0.560	0	0	0	0.104	0	0	0	0.588
mhp171	rpl35	295358.mhp171	295358.mhp257	0.096	0	0	0	0.098	0.537	0	0	0.589
mhp171	rpsI	295358.mhp171	295358.mhp671	0.095	0	0	0	0.110	0.537	0	0	0.594
mhp171	rpl20	295358.mhp171	295358.mhp258	0.097	0	0	0	0.106	0.537	0	0	0.593
mhp171	rpl17	295358.mhp171	295358.mhp214	0.143	0	0	0	0.103	0.537	0	0	0.612
mhp171	rpl27	295358.mhp171	295358.mhp249	0.095	0	0	0	0.103	0.537	0	0	0.591
mhp171	rps17	295358.mhp171	295358.mhp197	0.081	0	0	0	0.072	0.638	0	0	0.664
mhp171	rps14	295358.mhp171	295358.mhp201	0.082	0	0	0	0.073	0.638	0	0	0.665
mhp171	rpl14	295358.mhp171	295358.mhp198	0.081	0	0	0	0.093	0.638	0	0	0.671
mhp171	rpl6	295358.mhp171	295358.mhp203	0.094	0	0	0	0.098	0.638	0	0	0.678
mhp171	rps11	295358.mhp171	295358.mhp212	0.105	0	0	0	0.089	0.639	0	0	0.679
mhp171	rps8	295358.mhp171	295358.mhp202	0.094	0	0	0	0.104	0.638	0	0	0.680
mhp171	rpsD	295358.mhp171	295358.mhp593	0.096	0	0	0	0.115	0.633	0	0	0.680
mhp171	rpl2	295358.mhp171	295358.mhp190	0.081	0	0	0	0.113	0.641	0	0	0.681
mhp171	rps15	295358.mhp171	295358.mhp276	0.080	0	0	0	0.115	0.646	0	0	0.686
mhp171	rpl22	295358.mhp171	295358.mhp193	0.081	0	0	0	0.111	0.641	0	0	0.681
mhp171	rps13	295358.mhp171	295358.mhp211	0.096	0	0	0	0.072	0.660	0	0	0.689
mhp171	rps10	295358.mhp171	295358.mhp186	0.082	0	0	0	0.114	0.646	0	0	0.686
mhp171	rpl4	295358.mhp171	295358.mhp188	0.081	0	0	0	0.107	0.629	0	0	0.668
mhp171	rpl24	295358.mhp171	295358.mhp199	0.080	0	0	0	0.075	0.646	0	0	0.672
mhp171	rps5	295358.mhp171	295358.mhp205	0.095	0	0	0	0.138	0.646	0	0	0.699
mhp171	rps3	295358.mhp171	295358.mhp194	0.081	0	0	0	0.115	0.661	0	0	0.700
mhp171	rpl29	295358.mhp171	295358.mhp196	0.081	0	0	0	0.077	0.661	0	0	0.687
mhp171	rpl23	295358.mhp171	295358.mhp189	0.081	0	0	0	0.115	0.664	0	0	0.702
mhp171	rplM	295358.mhp171	295358.mhp672	0.096	0	0	0	0.115	0.659	0	0	0.703
mhp171	rps19	295358.mhp171	295358.mhp191	0.081	0	0	0	0.114	0.673	0	0	0.710
mhp171	rpl15	295358.mhp171	295358.mhp206	0.095	0	0	0	0.109	0.659	0	0	0.701
mhp171	rpl16	295358.mhp171	295358.mhp195	0.081	0	0	0	0.105	0.665	0	0	0.700
mhp171	rpl3	295358.mhp171	295358.mhp187	0.081	0	0	0	0.115	0.649	0	0	0.689
mhp171	rpl18	295358.mhp171	295358.mhp204	0.095	0	0	0	0.188	0.661	0	0	0.729
mhp171	thdF	295358.mhp171	295358.mhp172	0.749	0	0	0	0.085	0	0	0	0.760
mhp171	rpmG	295358.mhp171	295358.mhp679	0.106	0	0	0	0	0.767	0	0	0.782
mhp171	rplA	295358.mhp171	295358.mhp458	0.066	0	0	0	0.113	0.767	0	0	0.790
mhp171	rpl5	295358.mhp171	295358.mhp200	0.081	0	0	0	0.115	0.767	0	0	0.793
mhp173	rsmE	295358.mhp173	295358.mhp181	0.493	0	0	0	0	0	0	0	0.493
mhp173	nagE	295358.mhp173	295358.mhp590	0.560	0	0	0	0.060	0	0	0	0.568
mhp173	mhp178	295358.mhp173	295358.mhp178	0.637	0	0	0	0	0	0	0	0.637
mhp173	mhp179	295358.mhp173	295358.mhp179	0.649	0	0	0	0	0	0	0	0.649
mhp173	tilS	295358.mhp173	295358.mhp176	0.733	0	0	0	0	0	0	0	0.733
mhp173	pth	295358.mhp173	295358.mhp177	0.733	0	0	0	0	0	0	0	0.733
mhp178	tilS	295358.mhp178	295358.mhp176	0.749	0	0	0	0	0	0	0	0.749
mhp178	pth	295358.mhp178	295358.mhp177	0.749	0	0	0	0	0	0	0	0.749
mhp178	rsmE	295358.mhp178	295358.mhp181	0.616	0	0	0	0	0	0	0	0.616
mhp178	mhp179	295358.mhp178	295358.mhp179	0.849	0	0	0	0	0	0	0	0.849
mhp179	rnr	295358.mhp179	295358.mhp038	0.475	0	0	0	0.076	0	0	0	0.494
mhp179	recA	295358.mhp179	295358.mhp041	0.475	0	0	0	0	0	0	0	0.475
mhp179	obg	295358.mhp179	295358.mhp043	0.374	0	0	0	0.087	0	0	0	0.404
mhp179	topA	295358.mhp179	295358.mhp097	0.475	0	0	0	0	0	0	0	0.475
mhp179	pyrG	295358.mhp179	295358.mhp100	0.475	0	0	0	0	0	0	0	0.475
mhp179	secD	295358.mhp179	295358.mhp139	0.560	0	0	0	0	0	0	0	0.560
mhp179	nrdE	295358.mhp179	295358.mhp158	0.475	0	0	0	0	0	0	0	0.475
mhp179	tilS	295358.mhp179	295358.mhp176	0.769	0	0	0	0	0	0	0	0.769
mhp179	pth	295358.mhp179	295358.mhp177	0.790	0	0	0	0	0	0	0	0.790
mhp179	mhp662	295358.mhp179	295358.mhp662	0.475	0	0	0	0	0	0	0	0.475
mhp179	mhp376	295358.mhp179	295358.mhp376	0.475	0	0	0	0	0	0	0	0.475
mhp179	ybeY	295358.mhp179	295358.mhp224	0.475	0	0	0	0	0	0	0	0.475
mhp179	pepP	295358.mhp179	295358.mhp680	0.475	0	0	0	0	0	0	0	0.475
mhp179	rpmG	295358.mhp179	295358.mhp679	0.475	0	0	0	0	0	0	0	0.475
mhp179	rpl35	295358.mhp179	295358.mhp257	0.475	0	0	0	0	0	0	0	0.475
mhp179	rpl20	295358.mhp179	295358.mhp258	0.475	0	0	0	0	0	0	0	0.475
mhp179	rpsD	295358.mhp179	295358.mhp593	0.475	0	0	0	0	0	0	0	0.475
mhp179	mhp375	295358.mhp179	295358.mhp375	0.475	0	0	0	0.072	0	0	0	0.491
mhp179	mhp220	295358.mhp179	295358.mhp220	0.475	0	0	0	0.095	0	0	0	0.504
mhp179	mhp228	295358.mhp179	295358.mhp228	0.475	0	0	0	0.101	0	0	0	0.507
mhp179	trmU	295358.mhp179	295358.mhp433	0.523	0	0	0	0.104	0	0	0	0.554
mhp179	mhp234	295358.mhp179	295358.mhp234	0.560	0	0	0	0	0	0	0	0.560
mhp179	nadD	295358.mhp179	295358.mhp474	0.560	0	0	0	0.095	0	0	0	0.584
mhp179	mhp611	295358.mhp179	295358.mhp611	0.560	0	0	0	0.115	0	0	0	0.593
mhp179	rsmE	295358.mhp179	295358.mhp181	0.693	0	0	0	0	0	0	0	0.693
mhp215	recA	295358.mhp215	295358.mhp041	0.475	0	0	0	0.077	0	0	0	0.494
mhp215	rpsB	295358.mhp215	295358.mhp058	0.475	0	0	0	0.073	0	0	0	0.492
mhp215	tsf	295358.mhp215	295358.mhp059	0.475	0	0	0	0.115	0	0	0	0.515
mhp215	pyrG	295358.mhp215	295358.mhp100	0.475	0	0	0	0.114	0	0	0	0.514
mhp215	truB	295358.mhp215	295358.mhp104	0.475	0	0.244	0	0.094	0	0	0	0.609
mhp215	pheT	295358.mhp215	295358.mhp105	0.560	0	0	0	0	0.126	0	0	0.598
mhp215	rsmE	295358.mhp215	295358.mhp181	0.472	0	0	0	0	0	0	0	0.472
mhp215	ybeY	295358.mhp215	295358.mhp224	0.446	0	0	0	0	0	0	0	0.446
mhp215	pyk	295358.mhp215	295358.mhp255	0.463	0	0	0	0	0	0	0	0.463
mhp215	mhp472	295358.mhp215	295358.mhp472	0.475	0	0	0	0	0	0	0	0.475
mhp215	mhp614	295358.mhp215	295358.mhp614	0.475	0	0	0	0	0	0	0	0.475
mhp215	mhp652	295358.mhp215	295358.mhp652	0.475	0	0	0	0.043	0	0	0	0.476
mhp215	rplM	295358.mhp215	295358.mhp672	0.105	0	0.346	0	0.107	0.124	0	0	0.480
mhp215	mhp670	295358.mhp215	295358.mhp670	0.475	0	0	0	0	0	0	0	0.475
mhp215	mhp234	295358.mhp215	295358.mhp234	0.491	0	0	0	0	0	0	0	0.491
mhp215	trpS	295358.mhp215	295358.mhp609	0.475	0	0	0	0.115	0	0	0	0.515
mhp215	polA	295358.mhp215	295358.mhp598	0.379	0	0.247	0	0.076	0	0	0	0.530
mhp215	nadD	295358.mhp215	295358.mhp474	0.560	0	0	0	0	0	0	0	0.560
mhp215	mhp611	295358.mhp215	295358.mhp611	0.560	0	0	0	0	0	0	0	0.560
mhp215	mhp653	295358.mhp215	295358.mhp653	0.523	0	0	0	0.098	0	0	0	0.551
mhp215	mhp228	295358.mhp215	295358.mhp228	0.475	0	0	0	0.292	0	0	0	0.612
mhp215	mhp654	295358.mhp215	295358.mhp654	0.523	0	0	0	0.187	0	0	0	0.595
mhp215	trmU	295358.mhp215	295358.mhp433	0.475	0	0	0	0.143	0	0	0	0.530
mhp215	mhp219	295358.mhp215	295358.mhp219	0.856	0	0	0	0	0	0	0	0.856
mhp215	mhp216	295358.mhp215	295358.mhp216	0.872	0	0	0	0	0	0	0	0.872
mhp215	mhp220	295358.mhp215	295358.mhp220	0.919	0	0	0	0	0	0	0	0.919
mhp215	nifS	295358.mhp215	295358.mhp217	0.919	0	0	0	0	0	0	0	0.919
mhp216	rpoD	295358.mhp216	295358.mhp063	0.077	0	0	0	0	0.543	0	0	0.560
mhp216	pheT	295358.mhp216	295358.mhp105	0.560	0	0.165	0	0	0	0	0	0.616
mhp216	mhp648	295358.mhp216	295358.mhp648	0.082	0	0.348	0	0.092	0	0	0	0.409
mhp216	pr1	295358.mhp216	295358.mhp643	0.082	0	0.349	0	0.092	0	0	0	0.409
mhp216	mhp423	295358.mhp216	295358.mhp423	0.200	0	0.300	0	0	0	0	0	0.416
mhp216	nadD	295358.mhp216	295358.mhp474	0.560	0	0	0	0.102	0	0	0	0.587
mhp216	trmU	295358.mhp216	295358.mhp433	0.475	0	0	0	0	0	0	0	0.475
mhp216	mhp234	295358.mhp216	295358.mhp234	0.547	0	0.198	0	0	0	0	0	0.621
mhp216	mhp219	295358.mhp216	295358.mhp219	0.856	0	0	0	0	0	0	0	0.856
mhp216	mhp220	295358.mhp216	295358.mhp220	0.872	0	0.152	0	0	0	0	0	0.887
mhp216	nifS	295358.mhp216	295358.mhp217	0.872	0	0.199	0	0.073	0.975	0	0	0.997
mhp219	nifS	295358.mhp219	295358.mhp217	0.857	0	0	0	0	0	0	0	0.857
mhp219	mhp220	295358.mhp219	295358.mhp220	0.857	0	0	0	0	0	0	0	0.857
mhp220	pheT	295358.mhp220	295358.mhp105	0.560	0	0.191	0	0.073	0	0	0	0.641
mhp220	secD	295358.mhp220	295358.mhp139	0.560	0	0	0	0.101	0.123	0	0	0.622
mhp220	rsmE	295358.mhp220	295358.mhp181	0.473	0	0	0	0	0.126	0	0	0.519
mhp220	rps10	295358.mhp220	295358.mhp186	0.095	0	0	0	0	0.979	0	0	0.980
mhp220	rpoA	295358.mhp220	295358.mhp213	0.060	0	0	0	0.072	0.537	0	0	0.560
mhp220	nifS	295358.mhp220	295358.mhp217	0.919	0	0	0	0	0	0	0	0.919
mhp220	mhp554	295358.mhp220	295358.mhp554	0.095	0	0.349	0	0.106	0	0	0	0.427
mhp220	mhp652	295358.mhp220	295358.mhp652	0.475	0	0	0	0	0	0	0	0.475
mhp220	mhp594	295358.mhp220	295358.mhp594	0.475	0	0	0	0	0	0	0	0.475
mhp220	mhp653	295358.mhp220	295358.mhp653	0.475	0	0	0	0	0	0	0	0.475
mhp220	mhp654	295358.mhp220	295358.mhp654	0.475	0	0	0	0	0	0	0	0.475
mhp220	uvrA	295358.mhp220	295358.mhp288	0.475	0	0	0	0.075	0	0	0	0.493
mhp220	ybeY	295358.mhp220	295358.mhp224	0.470	0	0	0	0	0	0	0	0.470
mhp220	mhp331	295358.mhp220	295358.mhp331	0.082	0	0.517	0	0	0	0	0	0.537
mhp220	pepP	295358.mhp220	295358.mhp680	0.475	0	0	0	0.075	0	0	0	0.493
mhp220	rsgA	295358.mhp220	295358.mhp230	0.475	0	0	0	0.072	0	0	0	0.491
mhp220	mhp234	295358.mhp220	295358.mhp234	0.560	0	0	0	0.073	0	0	0	0.574
mhp220	mhp267	295358.mhp220	295358.mhp267	0.077	0	0.564	0	0	0	0	0	0.580
mhp220	rpsD	295358.mhp220	295358.mhp593	0.135	0	0	0	0	0.546	0	0	0.590
mhp220	rpoC	295358.mhp220	295358.mhp635	0.096	0	0	0	0.074	0.537	0	0	0.578
mhp220	mhp246	295358.mhp220	295358.mhp246	0.096	0	0.617	0	0	0	0	0	0.638
mhp220	mhp611	295358.mhp220	295358.mhp611	0.560	0	0.302	0	0.098	0	0	0	0.698
mhp220	nadD	295358.mhp220	295358.mhp474	0.560	0	0.173	0	0.076	0	0	0	0.634
mhp220	mhp697	295358.mhp220	295358.mhp697	0.475	0	0.319	0	0.075	0.126	0	0	0.672
mhp220	mhp423	295358.mhp220	295358.mhp423	0.094	0	0.699	0	0	0	0	0	0.715
mhp220	mhp692	295358.mhp220	295358.mhp692	0	0	0.749	0	0	0	0	0	0.749
mhp220	rpoB	295358.mhp220	295358.mhp636	0.095	0	0	0	0.076	0.537	0	0	0.579
mhp220	mhp452	295358.mhp220	295358.mhp452	0.053	0	0.769	0	0	0	0	0	0.771
mhp220	nusG	295358.mhp220	295358.mhp657	0.064	0	0	0	0.098	0.471	0	0	0.514
mhp220	nusA	295358.mhp220	295358.mhp603	0.199	0	0	0	0.106	0.537	0	0	0.639
mhp223	ybeY	295358.mhp223	295358.mhp224	0.820	0	0	0	0	0	0	0	0.820
mhp227	rlmH	295358.mhp227	295358.mhp004	0.475	0	0	0	0.107	0	0	0	0.511
mhp227	tsf	295358.mhp227	295358.mhp059	0.475	0	0	0	0	0	0	0	0.475
mhp227	rpoD	295358.mhp227	295358.mhp063	0.475	0	0	0	0	0	0	0	0.475
mhp227	uvrC	295358.mhp227	295358.mhp070	0.475	0	0	0	0	0	0	0	0.475
mhp227	smpB	295358.mhp227	295358.mhp110	0.475	0	0	0	0	0	0	0	0.475
mhp227	recR	295358.mhp227	295358.mhp121	0.155	0	0	0	0.075	0.995	0	0	0.995
mhp227	rpsT	295358.mhp227	295358.mhp135	0.475	0	0	0	0	0	0	0	0.475
mhp227	rsmE	295358.mhp227	295358.mhp181	0.475	0	0	0	0.072	0	0	0	0.491
mhp227	ybeY	295358.mhp227	295358.mhp224	0.475	0	0	0	0	0	0	0	0.475
mhp227	rps15	295358.mhp227	295358.mhp276	0.450	0	0	0	0	0	0	0	0.450
mhp227	mhp586	295358.mhp227	295358.mhp586	0.475	0	0	0	0	0	0	0	0.475
mhp227	tdk	295358.mhp227	295358.mhp627	0.475	0	0	0	0	0	0	0	0.475
mhp227	prsA	295358.mhp227	295358.mhp675	0.475	0	0	0	0	0	0	0	0.475
mhp227	mhp234	295358.mhp227	295358.mhp234	0.560	0	0	0	0.073	0	0	0	0.574
mhp227	rpe	295358.mhp227	295358.mhp231	0.794	0	0	0	0	0	0	0	0.794
mhp227	mhp228	295358.mhp227	295358.mhp228	0.804	0	0	0	0	0	0	0	0.804
mhp227	rsgA	295358.mhp227	295358.mhp230	0.799	0	0	0	0.072	0	0	0	0.805
mhp227	rnc	295358.mhp227	295358.mhp412	0.475	0	0	0	0.264	0	0	0	0.597
mhp228	rpoD	295358.mhp228	295358.mhp063	0.475	0	0	0	0.109	0.124	0	0	0.554
mhp228	uvrC	295358.mhp228	295358.mhp070	0.475	0	0	0	0	0	0	0	0.475
mhp228	pheT	295358.mhp228	295358.mhp105	0.522	0	0	0	0.111	0	0	0	0.556
mhp228	rsmI	295358.mhp228	295358.mhp118	0.407	0	0	0	0.072	0	0	0	0.426
mhp228	secD	295358.mhp228	295358.mhp139	0.560	0	0	0	0	0	0	0	0.560
mhp228	prfA	295358.mhp228	295358.mhp243	0.411	0	0	0	0.109	0	0	0	0.452
mhp228	rnc	295358.mhp228	295358.mhp412	0.475	0	0	0	0	0	0	0	0.475
mhp228	mhp375	295358.mhp228	295358.mhp375	0.475	0	0	0	0	0	0	0	0.475
mhp228	mhp614	295358.mhp228	295358.mhp614	0.486	0	0	0	0	0	0	0	0.485
mhp228	mhp554	295358.mhp228	295358.mhp554	0.475	0	0	0	0.072	0	0	0	0.491
mhp228	ung	295358.mhp228	295358.mhp251	0.475	0	0	0	0.102	0	0	0	0.508
mhp228	trmB	295358.mhp228	295358.mhp463	0.475	0	0	0	0.102	0	0	0	0.508
mhp228	mhp376	295358.mhp228	295358.mhp376	0.475	0	0	0	0.105	0	0	0	0.510
mhp228	rpl28	295358.mhp228	295358.mhp259	0.475	0	0	0	0.107	0	0	0	0.511
mhp228	nadD	295358.mhp228	295358.mhp474	0.560	0	0	0	0	0	0	0	0.560
mhp228	mhp234	295358.mhp228	295358.mhp234	0.560	0	0	0	0.105	0	0	0	0.589
mhp228	mhp611	295358.mhp228	295358.mhp611	0.560	0	0	0	0.104	0.124	0	0	0.624
mhp228	rsgA	295358.mhp228	295358.mhp230	0.919	0	0	0	0.056	0	0	0	0.920
mhp228	rpe	295358.mhp228	295358.mhp231	0.919	0	0	0	0.103	0	0	0	0.924
mhp234	rlmH	295358.mhp234	295358.mhp004	0.560	0	0	0	0.072	0	0	0	0.574
mhp234	recA	295358.mhp234	295358.mhp041	0.560	0	0	0	0	0	0	0	0.560
mhp234	rpsB	295358.mhp234	295358.mhp058	0.543	0	0	0	0	0	0	0	0.543
mhp234	tsf	295358.mhp234	295358.mhp059	0.560	0	0	0	0.072	0	0	0	0.574
mhp234	uvrC	295358.mhp234	295358.mhp070	0.560	0	0	0	0.072	0	0	0	0.574
